name	mz	rt	molecular_formula	molecular_name	chebi_id	exact_mass	ion_type	charge	monoisotopic_mass	model_id	chemspider	cas_registry_number	hmdb	kegg	lipidmaps	metacyc	inchi	ppm_error
M166T94	166.072270606228	94.1781997680664																
M167T110	166.950686109941	110.142578125																
M167T149	167.08948633912	148.735794067383	C17H24N4O3	Trp-Lys	74872	167.09	[M+2H]2+	0.0	332.18484	MAM04024c	No match	51790-14-8	HMDB0029088	No match	No match	No match	InChI=1S/C17H24N4O3/c18-8-4-3-7-15(17(23)24)21-16(22)13(19)9-11-10-20-14-6-2-1-5-12(11)14/h1-2,5-6,10,13,15,20H,3-4,7-9,18-19H2,(H,21,22)(H,23,24)/t13-,15-/m0/s1	1.59
M167T14_1	167.09267608036	13.8516149520874																
M167T14_2	167.117916708697	13.8451924324036																
M167T14_3	167.128970389108	13.631121635437																
M167T14_4	167.154088900959	13.620979309082																
M167T176	167.116657702483	175.806594848633																
M167T78	167.173996986891	77.9229164123535																
M168T14_1	168.113002065143	13.7244448661804																
M168T14_2	168.149348672967	13.5366840362549																
M168T214	168.064057930691	214.335113525391																
M169T14_1	169.097052895922	13.8530631065369	C8H9NO2	leukoaminochrome	74683	169.1	[M+NH4]+	0.0	151.06333	MAM02361c	No match	29539-03-5	HMDB0012992	C17756	No match	No match	InChI=1S/C8H9NO2/c10-7-3-5-1-2-9-6(5)4-8(7)11/h3-4,9-11H,1-2H2	-0.16
M169T14_1	169.097052895922	13.8530631065369	C8H9NO2	dopaminoquinone	74684	169.1	[M+NH4]+	0.0	151.06333	MAM01738c	142759	50673-96-6	HMDB0012219	C17755	No match	No match	InChI=1S/C8H9NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5H,3-4,9H2	-0.16
M169T14_1	169.097052895922	13.8530631065369	C8H9NO2	paracetamol	46195	169.1	[M+NH4]+	0.0	151.06333	MAM03402c	1906	103-90-2	HMDB0001859	C06804	No match	CPD-7669	InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)	-0.16
M169T14_1	169.097052895922	13.8530631065369	C8H12N2O2	pyridoxamine	16410	169.1	[M+H]+	0.0	168.08988	MAM02815c	1023	85-87-0	HMDB0001431	C00534	No match	PYRIDOXAMINE	InChI=1S/C8H12N2O2/c1-5-8(12)7(2-9)6(4-11)3-10-5/h3,11-12H,2,4,9H2,1H3	-0.46
M169T14_2	169.108305284038	13.7147388458252																
M169T14_3	169.133342750654	13.7754688262939	C9H13NO	N-methyltyramine	17458	169.13	[M+NH4]+	0.0	151.09971	MAM02606c	No match	370-98-9	No match	C02442	No match	No match	InChI=1S/C9H13NO/c1-10-7-6-8-2-4-9(11)5-3-8/h2-5,10-11H,6-7H2,1H3	-0.69
M169T14_4	169.144538521624	13.5327301025391																
M169T14_5	169.16966257263	13.6489171981812																
M169T376	169.039712663273	375.932708740234																
M169T39	169.048422701454	39.0765266418457																
M170T14_1	170.09212417822	13.6390571594238	C7H8N2O2	N-methyl-4-pyridone-3-carboxamide	27838	170.09	[M+NH4]+	0.0	152.05858	MAM02506c	No match	769-49-3	HMDB0004194	C05843	No match	No match	InChI=1S/C7H8N2O2/c1-9-3-2-6(10)5(4-9)7(8)11/h2-4H,1H3,(H2,8,11)	-1.21
M170T14_1	170.09212417822	13.6390571594238	C7H8N2O2	N-methyl-6-pyridone-3-carboxamide	27410	170.09	[M+NH4]+	0.0	152.05858	MAM02505c	No match	701-44-0	HMDB0004193	C05842	No match	No match	InChI=1S/C7H8N2O2/c1-9-4-5(7(8)11)2-3-6(9)10/h2-4H,1H3,(H2,8,11)	-1.21
M170T14_1	170.09212417822	13.6390571594238	C7H11N3O2	N(pros)-methyl-L-histidine zwitterion	143076	170.09	[M+H]+	0.0	169.08513	MAM03247c	No match	No match	No match	No match	No match	CPD-1823	InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1	-1.5
M170T14_1	170.09212417822	13.6390571594238	C7H11N3O2	N(pros)-methyl-L-histidine	27596	170.09	[M+H]+	0.0	169.08513	MAM03247c	No match	368-16-1	HMDB0000479	C01152	No match	No match	InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1	-1.5
M170T14_2	170.128623910136	13.631121635437																
M170T231	169.985749226509	230.731048583984																
M170T335	170.162542439959	335.015579223633																
M170T386	170.032530132492	386.373748779297	C10H18N4O5S2	Asn-Cys-Cys	159642	170.03	[M+2H]2+	0.0	338.07186	MAM03457c	No match	No match	No match	No match	No match	No match	InChI=1S/C10H18N4O5S2/c11-4(1-7(12)15)8(16)13-5(2-20)9(17)14-6(3-21)10(18)19/h4-6,20-21H,1-3,11H2,(H2,12,15)(H,13,16)(H,14,17)(H,18,19)/t4-,5-,6-/m0/s1	-1.18
M170T386	170.032530132492	386.373748779297	C4H9N3O2	creatine	16919	170.03	[M+39K]+	0.0	131.06948	MAM01619c	566	57-00-1	HMDB0000064	C00300	No match	CREATINE	InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)	-3.82
M170T508	169.994791490463	507.666763305664																
M170T794	170.092148558739	794.156982421875	C7H8N2O2	N-methyl-4-pyridone-3-carboxamide	27838	170.09	[M+NH4]+	0.0	152.05858	MAM02506c	No match	769-49-3	HMDB0004194	C05843	No match	No match	InChI=1S/C7H8N2O2/c1-9-3-2-6(10)5(4-9)7(8)11/h2-4H,1H3,(H2,8,11)	-1.07
M170T794	170.092148558739	794.156982421875	C7H8N2O2	N-methyl-6-pyridone-3-carboxamide	27410	170.09	[M+NH4]+	0.0	152.05858	MAM02505c	No match	701-44-0	HMDB0004193	C05842	No match	No match	InChI=1S/C7H8N2O2/c1-9-4-5(7(8)11)2-3-6(9)10/h2-4H,1H3,(H2,8,11)	-1.07
M170T794	170.092148558739	794.156982421875	C7H11N3O2	N(pros)-methyl-L-histidine zwitterion	143076	170.09	[M+H]+	0.0	169.08513	MAM03247c	No match	No match	No match	No match	No match	CPD-1823	InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1	-1.36
M170T794	170.092148558739	794.156982421875	C7H11N3O2	N(pros)-methyl-L-histidine	27596	170.09	[M+H]+	0.0	169.08513	MAM03247c	No match	368-16-1	HMDB0000479	C01152	No match	No match	InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1	-1.36
M171T118_1	170.854263700102	117.835083007812																
M171T118_2	171.076340552102	118.146915435791	C7H7NO3	3-hydroxyanthranilic acid	15793	171.08	[M+NH4]+	0.0	153.04259	MAM00775c	No match	548-93-6	HMDB0001476	C00632	No match	3-HYDROXY-ANTHRANILATE	InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)	0.0
M171T14_1	171.112641175225	13.8080315589905	C8H11NO2	dopamine	18243	171.11	[M+NH4]+	0.0	153.07898	MAM01736c	No match	51-61-6	HMDB0000073	C03758	No match	DOPAMINE	InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2	-0.52
M171T14_2	171.148973529901	13.6703233718872																
M171T14_3	171.185436402283	13.8783044815063																
M171T171	171.076293798308	170.667762756348	C7H7NO3	3-hydroxyanthranilic acid	15793	171.08	[M+NH4]+	0.0	153.04259	MAM00775c	No match	548-93-6	HMDB0001476	C00632	No match	3-HYDROXY-ANTHRANILATE	InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)	-0.27
M171T234	171.09901961868	233.585807800293	C6H14O	4-methylpentan-1-ol	63910	171.1	[M+H+NaFormate]+	0.0	102.10447	MAM01014c	No match	626-89-1	HMDB0059889	No match	No match	No match	InChI=1S/C6H14O/c1-6(2)4-3-5-7/h6-7H,3-5H2,1-2H3	-3.8
M171T332	171.110762036592	332.018934	C5H14N2	N-methylputrescine	17166	171.11	[M+H+NaFormate]+	0.0	102.1157	MAM02602c	No match	No match	No match	C02723	No match	No match	InChI=1S/C5H14N2/c1-7-5-3-2-4-6/h7H,2-6H2,1H3	-0.81
M171T333	171.227603807514	332.703918457031																
M171T335	171.155889861162	334.667816162109																
M171T341	171.185035658293	341.08056640625																
M171T360	171.167485109921	360.458465576172																
M171T39	171.13797462444	39.2577743530273																
M171T391	171.149675093023	390.988983154297																
M171T426	171.168920941255	425.562423706055																
M171T455	171.16890571416	455.256591796875																
M171T489	171.168933710356	488.505523681641																
M171T507	171.168911774115	506.837860107422																
M171T993	171.149199984096	993.135314941406																
M172T184	172.094499398112	184.108123779297																
M172T335	172.169996639564	334.946533203125																
M172T359	172.171048233154	359.482528686523																
M172T41	172.169542146044	41.1688423156738																
M173T117	173.078424292133	116.865894317627																
M173T118	172.851516370004	117.679382324219																
M173T234	173.078355046525	233.593109130859																
M173T334	173.173145707949	333.669799804688																
M173T41	173.172921009917	41.3043384552002																
M174T14	174.102453468024	13.7993907928467																
M174T142	174.013596890282	142.203414916992																
M174T161	174.12351847068	160.743759155273																
M174T222	174.084829298498	221.721420288086																
M174T238	174.084810075782	238.056915283203																
M175T14	175.097691380461	13.8191194534302																
M175T149	175.110133961774	148.835601806641	C10H16O	perillyl alcohol	15420	175.11	[M+Na]+	0.0	152.12012	MAM02712c	No match	536-59-4	HMDB0003634	No match	No match	Perillyl-Alcohols	InChI=1S/C10H16O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,10-11H,1,4-7H2,2H3	4.36
M175T149	175.110133961774	148.835601806641	C10H16O	alpha-pinene oxide	29060	175.11	[M+Na]+	0.0	152.12012	MAM01326c	No match	1686-14-2	HMDB0003667	C02759	LMPR0102120007	ALPHA-PINENE-OXIDE	InChI=1S/C10H16O/c1-9(2)6-4-7(9)10(3)8(5-6)11-10/h6-8H,4-5H2,1-3H3	4.36
M175T149	175.110133961774	148.835601806641	C10H16O	(-)-trans-carveol	15389	175.11	[M+Na]+	0.0	152.12012	MAM00001c	No match	2102-58-1	No match	C00964	LMPR0102090005	No match	InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9-11H,1,5-6H2,2-3H3/t9-,10+/m1/s1	4.36
M175T234	174.937938231429	233.588829040527																
M175T40	175.148012610447	39.5398559570312																
M175T56	174.937942556148	56.3653297424316																
M175T61	175.034099725745	60.9314765930176																
M175T704	174.886420496132	703.927673339844																
M175T729	175.118925506274	728.589141845703	C6H14N4O2	L-arginine	16467	175.12	[M+H]+	0.0	174.11168	MAM01365c	No match	74-79-3	HMDB0000517	C00062	No match	ARG	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1	-0.03
M175T729	175.118925506274	728.589141845703	C6H14N4O2	D-arginine	15816	175.12	[M+H]+	0.0	174.11168	MAM01640c	No match	157-06-2	HMDB0003416	C00792	No match	CPD-220	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m1/s1	-0.03
M175T789	175.118903355844	788.722778320312	C6H14N4O2	L-arginine	16467	175.12	[M+H]+	0.0	174.11168	MAM01365c	No match	74-79-3	HMDB0000517	C00062	No match	ARG	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1	-0.15
M175T789	175.118903355844	788.722778320312	C6H14N4O2	D-arginine	15816	175.12	[M+H]+	0.0	174.11168	MAM01640c	No match	157-06-2	HMDB0003416	C00792	No match	CPD-220	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m1/s1	-0.15
M175T88	175.001668118499	87.9894828796387	C4H8O5	L-threonic acid	15908	175.0	[M+39K]+	0.0	136.03717	MAM02992c	No match	7306-96-9	No match	C01620	No match	No match	InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)/t2-,3+/m0/s1	4.56
M175T88	175.001668118499	87.9894828796387	C5H4N4O	allopurinol	40279	175.0	[M+39K]+	0.0	136.03851	MAM03418c	No match	315-30-0	No match	No match	No match	No match	InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)	-3.1
M175T88	175.001668118499	87.9894828796387	C5H4N4O	hypoxanthine	17368	175.0	[M+39K]+	0.0	136.03851	MAM02159c	No match	68-94-0	HMDB0000157	C00262	No match	HYPOXANTHINE	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)	-3.1
M176T149	176.113450678995	148.842391967773																
M176T14_1	176.091700912855	13.8495798110962	C7H10O4	4,6-dioxoheptanoic acid	87897	176.09	[M+NH4]+	0.0	158.05791	MAM03957c	No match	51568-18-4	HMDB0000635	No match	No match	No match	InChI=1S/C7H10O4/c1-5(8)4-6(9)2-3-7(10)11/h2-4H2,1H3,(H,10,11)	0.23
M176T14_2	176.118046881143	13.7462015151978	C10H13N3	debrisoquin	34665	176.12	[M+H]+	0.0	175.11095	MAM01647c	No match	1131-64-2	No match	C13650	No match	No match	InChI=1S/C10H13N3/c11-10(12)13-6-5-8-3-1-2-4-9(8)7-13/h1-4H,5-7H2,(H3,11,12)	-0.87
M176T158	176.065576253275	158.263603210449																
M176T194	176.010823545211	194.270011901855	C7H7NO2	anthranilic acid	30754	176.01	[M+39K]+	0.0	137.04768	MAM01342c	No match	118-92-3	HMDB0001123	C00108	No match	ANTHRANILATE	InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)	-3.16
M176T223	176.008337587105	223.245239257812	C4H7N	1-pyrroline	19092	176.01	[M+K+NaFormate]+	0.0	69.05785	MAM00557c	No match	5724-81-2	No match	C15668	No match	No match	InChI=1S/C4H7N/c1-2-4-5-3-1/h3H,1-2,4H2	-0.35
M176T223	176.008337587105	223.245239257812	C4H7NO3	L-2-amino-3-oxobutanoic acid	40673	176.01	[M+H+NaCl]+	0.0	117.04259	MAM02321m	No match	No match	No match	C03508	LMFA01060172	No match	InChI=1S/C4H7NO3/c1-2(6)3(5)4(7)8/h3H,5H2,1H3,(H,7,8)/t3-/m0/s1	-1.15
M176T223	176.008337587105	223.245239257812	C4H7NO3	N-acetylglycine	40410	176.01	[M+H+NaCl]+	0.0	117.04259	MAM03397c	No match	543-24-8	HMDB0000532	No match	No match	No match	InChI=1S/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)	-1.15
M176T556	176.10275225559	556.049255371094	C6H13N3O3	L-citrulline	16349	176.1	[M+H]+	0.0	175.09569	MAM01588c	No match	372-75-8	HMDB0000904	C00327	No match	L-CITRULLINE	InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1	-1.07
M176T583	176.102899885213	582.676391601562	C6H13N3O3	L-citrulline	16349	176.1	[M+H]+	0.0	175.09569	MAM01588c	No match	372-75-8	HMDB0000904	C00327	No match	L-CITRULLINE	InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1	-0.23
M176T728	176.122109369549	728.309143066406																
M176T78	176.073990973465	77.9742431640625																
M176T789	176.122321182043	788.722900390625																
M176T88	176.004960678306	88.1110534667969																
M176T89	176.128035985856	89.3099021911621																
M177T100	177.074545824242	99.7602157592773																
M177T14_1	177.113282458444	13.6853194236755																
M177T14_2	177.138476219739	13.8571863174438																
M177T197	177.014067408647	196.64705657959																
M177T233	176.934964128959	233.492546081543																
M177T39	177.163684631759	39.0227279663086																
M177T66	176.992401309379	65.7614593505859	C4H6O4	methylmalonic acid	30860	176.99	[M+H+NaCl]+	0.0	118.02661	MAM02479c	No match	516-05-2	HMDB0000202	C02170	LMFA01170118	CPD-546	InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)	-0.9
M177T66	176.992401309379	65.7614593505859	C4H6O4	succinic acid	15741	176.99	[M+H+NaCl]+	0.0	118.02661	MAM02943c	No match	110-15-6	HMDB0000254	C00042	LMFA01170043	SUC	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	-0.9
M177T75	177.008585907143	75.4210205078125																
M177T88	176.999689972319	88.1405334472656	C9H13N2O8P	dUMP	17622	177.0	[M+Na+Na]2+	0.0	308.04095	MAM01755c	No match	964-26-1	HMDB0001409	C00365	No match	DUMP	InChI=1S/C9H13N2O8P/c12-5-3-8(11-2-1-7(13)10-9(11)14)19-6(5)4-18-20(15,16)17/h1-2,5-6,8,12H,3-4H2,(H,10,13,14)(H2,15,16,17)/t5-,6+,8+/m0/s1	2.34
M178T14_1	178.097356571788	13.8451924324036																
M178T14_2	178.108781008453	13.7522430419922																
M178T14_3	178.133641064303	13.6704664230347	C10H12N2	tryptamine	16765	178.13	[M+NH4]+	0.0	160.10005	MAM03088c	No match	61-54-1	HMDB0000303	C00398	No match	TRYPTAMINE	InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2	-0.89
M178T172	178.086150331138	172.472732543945	C10H8O2	naphthalene-1,4-diol	34063	178.09	[M+NH4]+	0.0	160.05243	MAM00250c	No match	571-60-8	No match	C14785	No match	No match	InChI=1S/C10H8O2/c11-9-5-6-10(12)8-4-2-1-3-7(8)9/h1-6,11-12H	-0.17
M178T172	178.086150331138	172.472732543945	C10H8O2	naphthalene-1,2-diol	17435	178.09	[M+NH4]+	0.0	160.05243	MAM02557c	No match	574-00-5	No match	C03012	No match	No match	InChI=1S/C10H8O2/c11-9-6-5-7-3-1-2-4-8(7)10(9)12/h1-6,11-12H	-0.17
M178T172	178.086150331138	172.472732543945	C10H11NO2	N,N-dimethylindoliumolate	178975	178.09	[M+H]+	0.0	177.07898	MAM02500c	30778525	No match	HMDB0060063	No match	No match	No match	InChI=1S/C10H11NO2/c1-11(2)4-3-7-5-9(12)10(13)6-8(7)11/h3-6H,1-2H3,(H-,12,13)	-0.45
M178T172	178.086150331138	172.472732543945	C10H11NO2	1,2-Dehydrosalsolinol	178978	178.09	[M+H]+	0.0	177.07898	MAM00231c	17960720	4602-81-7	HMDB0012490	No match	No match	No match	InChI=1S/C10H11NO2/c1-6-8-5-10(13)9(12)4-7(8)2-3-11-6/h4-5,12-13H,2-3H2,1H3	-0.45
M178T172	178.086150331138	172.472732543945	C10H11NO2	5-Hydroxytryptophol	89825	178.09	[M+H]+	0.0	177.07898	MAM01110c	No match	154-02-9	HMDB0001855	No match	No match	No match	InChI=1S/C10H11NO2/c12-4-3-7-6-11-10-2-1-8(13)5-9(7)10/h1-2,5-6,11-13H,3-4H2	-0.45
M178T197	178.008856204187	196.624450683594	C3H5NO2	L-serine residue	29999	178.01	[M+Na+NaFormate]+	0.0	87.03203	MAM02485c	No match	No match	No match	No match	No match	No match	x	0.99
M178T197	178.008856204187	196.624450683594	C3H5NO2	2-aminoacrylic acid	17123	178.01	[M+Na+NaFormate]+	0.0	87.03203	MAM01654c	No match	1948-56-7	No match	C02218	No match	No match	InChI=1S/C3H5NO2/c1-2(4)3(5)6/h1,4H2,(H,5,6)	0.99
M178T216	178.023953919526	215.770095825195	C3H10NO4P	N-methylethanolamine phosphate	16463	178.02	[M+Na]+	0.0	155.03474	MAM02600c	No match	No match	No match	C01210	No match	No match	InChI=1S/C3H10NO4P/c1-4-2-3-8-9(5,6)7/h4H,2-3H2,1H3,(H2,5,6,7)	-0.2
M178T216	178.023953919526	215.770095825195	C4H9NO3	L-threonine	16857	178.02	[M+H+NaCl]+	0.0	119.05824	MAM02993c	No match	72-19-5	HMDB0000167	C00188	No match	No match	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1	-1.33
M178T216	178.023953919526	215.770095825195	C4H9NO3	L-homoserine	15699	178.02	[M+H+NaCl]+	0.0	119.05824	MAM02136c	No match	672-15-1	HMDB0000719	C00263	No match	HOMO-SER	InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1	-1.33
M178T77	178.133819074836	77.3064346313477	C10H12N2	tryptamine	16765	178.13	[M+NH4]+	0.0	160.10005	MAM03088c	No match	61-54-1	HMDB0000303	C00398	No match	TRYPTAMINE	InChI=1S/C10H12N2/c11-6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6,11H2	0.11
M179T14_1	179.092730985465	13.8408050537109																
M179T14_2	179.128934714678	13.5994310379028																
M179T14_3	179.153967145417	13.775505065918																
M179T89	179.147019909974	88.5448608398438																
M180T14_1	180.112951120278	13.7779445648193	C15H30N6O4	Kinetensin 1-3	174809	180.11	[M+2H]2+	0.0	358.23285	MAM02314e	30776666	No match	HMDB0012983	No match	No match	No match	InChI=1S/C15H30N6O4/c1-4-8(2)11(16)13(23)20-9(3)12(22)21-10(14(24)25)6-5-7-19-15(17)18/h8-11H,4-7,16H2,1-3H3,(H,20,23)(H,21,22)(H,24,25)(H4,17,18,19)/t8-,9-,10+,11-/m0/s1	-1.52
M180T14_2	180.131917188637	13.5159487724304																
M180T14_3	180.149255517636	13.5415163040161																
M181T14_1	181.108223184805	13.7777342796326																
M181T14_2	181.13342708714	13.776068687439																
M181T14_3	181.144561429201	13.5201616287231																
M181T14_4	181.169695515588	13.6470642089844																
M181T164	181.025688584088	164.294891357422	C10H6O2	1,2-naphthoquinone	34055	181.03	[M+Na]+	0.0	158.03678	MAM00246c	No match	524-42-5	No match	C14783	No match	CPD-4895	InChI=1S/C10H6O2/c11-9-6-5-7-3-1-2-4-8(7)10(9)12/h1-6H	-1.89
M181T164	181.025688584088	164.294891357422	C10H6O2	1,4-naphthoquinone	27418	181.03	[M+Na]+	0.0	158.03678	MAM00251c	No match	130-15-4	No match	C02617	No match	No match	InChI=1S/C10H6O2/c11-9-5-6-10(12)8-4-2-1-3-7(8)9/h1-6H	-1.89
M181T39	181.049321455967	38.9192543029785	C9H8O4	trans-caffeic acid	16433	181.05	[M+H]+	0.0	180.04226	MAM01414c	No match	501-16-6	HMDB0001964	C01197	No match	No match	InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2+	-1.04
M181T39	181.049321455967	38.9192543029785	C9H8O4	2-hydroxy-3-(4-hydroxyphenyl)prop-2-enoic acid	27683	181.05	[M+H]+	0.0	180.04226	MAM00643c	No match	No match	No match	C05350	No match	No match	InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-5,10-11H,(H,12,13)/b8-5-	-1.04
M181T39	181.049321455967	38.9192543029785	C9H8O4	4-hydroxyphenylpyruvic acid	15999	181.05	[M+H]+	0.0	180.04226	MAM01005c	No match	156-39-8	HMDB0000707	C01179	No match	P-HYDROXY-PHENYLPYRUVATE	InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)	-1.04
M181T61	181.071993314962	60.850227355957	C12H24N6O4	Arg-Ala-Ala	158681	181.07	[M+Na+Na]2+	0.0	316.1859	MAM03435c	No match	No match	No match	No match	No match	No match	InChI=1S/C12H24N6O4/c1-6(9(19)18-7(2)11(21)22)17-10(20)8(13)4-3-5-16-12(14)15/h6-8H,3-5,13H2,1-2H3,(H,17,20)(H,18,19)(H,21,22)(H4,14,15,16)/t6-,7-,8-/m0/s1	1.34
M181T703	180.894365043576	703.256774902344																
M181T88	181.009453614572	88.3611526489258																
M182T14_1	182.092311923364	13.776068687439																
M182T14_2	182.128655776603	13.6380805969238																
M182T14_3	182.16502989615	13.7313852310181																
M182T178	182.057737026724	177.843139648438	C10H9NO	N-hydroxynaphthalen-1-amine	34871	182.06	[M+Na]+	0.0	159.06841	MAM02580c	No match	607-30-7	No match	C14789	No match	No match	InChI=1S/C10H9NO/c12-11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11-12H	0.42
M182T178	182.057737026724	177.843139648438	C10H9NO	indol-3-ylacetaldehyde	18086	182.06	[M+Na]+	0.0	159.06841	MAM02168c	No match	2591-98-2	HMDB0001190	C00637	No match	INDOLE_ACETALDEHYDE	InChI=1S/C10H9NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,6-7,11H,5H2	0.42
M182T221	182.081147458103	221.33073425293	C9H8O3	keto-phenylpyruvic acid	30851	182.08	[M+NH4]+	0.0	164.04734	MAM02725c	No match	156-06-9	HMDB0000205	C00166	No match	No match	InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)	0.32
M182T221	182.081147458103	221.33073425293	C9H8O3	trans-3-coumaric acid	32357	182.08	[M+NH4]+	0.0	164.04734	MAM03215c	No match	14755-02-3	HMDB0001713	C12621	No match	No match	InChI=1S/C9H8O3/c10-8-3-1-2-7(6-8)4-5-9(11)12/h1-6,10H,(H,11,12)/b5-4+	0.32
M182T221	182.081147458103	221.33073425293	C9H8O3	enol-phenylpyruvic acid	32815	182.08	[M+NH4]+	0.0	164.04734	MAM00647c	No match	No match	No match	C02763	No match	No match	InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-6,10H,(H,11,12)	0.32
M182T221	182.081147458103	221.33073425293	C9H8O3	4-coumaric acid	36090	182.08	[M+NH4]+	0.0	164.04734	MAM00981c	No match	7400-08-0	No match	No match	No match	No match	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)	0.32
M182T221	182.081147458103	221.33073425293	C9H8O3	cis-2-coumaric acid	28873	182.08	[M+NH4]+	0.0	164.04734	MAM01578c	No match	No match	No match	C05838	No match	No match	InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/b6-5-	0.32
M182T221	182.081147458103	221.33073425293	C9H11NO3	gamma-Hydroxy-3-pyridinebutanoate	82573	182.08	[M+H]+	0.0	181.07389	MAM01929c	No match	15569-97-8	HMDB0001119	C19579	No match	No match	InChI=1S/C9H11NO3/c11-8(3-4-9(12)13)7-2-1-5-10-6-7/h1-2,5-6,8,11H,3-4H2,(H,12,13)	0.04
M182T221	182.081147458103	221.33073425293	C9H11NO3	Adrenochrome o-semiquinone	173854	182.08	[M+H]+	0.0	181.07389	MAM01293c	8488848	No match	No match	No match	No match	No match	InChI=1S/C9H11NO3/c1-10-4-9(13)5-2-7(11)8(12)3-6(5)10/h2-3,9,11-13H,4H2,1H3	0.04
M182T221	182.081147458103	221.33073425293	C9H11NO3	4,6,7-Trihydroxy-1,2,3,4-tetrahydroisoquinoline	173864	182.08	[M+H]+	0.0	181.07389	MAM00945c	2284248	50988-14-2	HMDB0060280	No match	No match	No match	InChI=1S/C9H11NO3/c11-7-1-5-3-10-4-9(13)6(5)2-8(7)12/h1-2,9-13H,3-4H2	0.04
