database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	Blank_P_1	Blank_P_2	Blank_P_3	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set5_P_3	QCPool_Set5_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set1_P_3	QCPool_Set1_P_4	QCPool_Set2_P_3	QCPool_Set2_P_4	QCPool_Set3_P_3	QCPool_Set3_P_4	QCPool_Set4_P_3	QCPool_Set4_P_4	QCPool_Set5_P_3	QCPool_Set5_P_4	QCPool_Set6_P_3	QCPool_Set6_P_4	QCPool_Set7_P_3	QCPool_Set7_P_4	QCPool_Set8_P_3	QCPool_Set8_P_4	QCPool_Set9_P_3	QCPool_Set9_P_4	CovidNeg_P251_P_3	CovidNeg_P251_P_4	CovidNeg_P252_P_3	CovidNeg_P252_P_4	CovidNeg_P253_P_3	CovidNeg_P253_P_4	CovidNeg_P254_P_3	CovidNeg_P254_P_4	CovidNeg_P257_P_3	CovidNeg_P257_P_4	CovidNeg_P258_P_3	CovidNeg_P258_P_4	CovidNeg_P259_P_3	CovidNeg_P259_P_4	CovidNeg_P260_P_3	CovidNeg_P260_P_4	CovidNeg_P261_P_3	CovidNeg_P261_P_4	CovidNeg_P262_P_3	CovidNeg_P262_P_4	CovidNeg_P263_P_3	CovidNeg_P263_P_4	CovidNeg_P264_P_3	CovidNeg_P264_P_4	CovidNeg_P265_P_3	CovidNeg_P265_P_4	CovidNeg_P266_P_3	CovidNeg_P266_P_4	CovidNeg_P267_P_3	CovidNeg_P267_P_4	CovidNeg_P268_P_3	CovidNeg_P268_P_4	CovidNeg_P269_P_3	CovidNeg_P269_P_4	CovidNeg_P270_P_3	CovidNeg_P270_P_4	CovidNeg_P271_P_3	CovidNeg_P271_P_4	CovidNeg_P354_P_3	CovidNeg_P354_P_4	CovidNeg_P356_P_3	CovidNeg_P356_P_4	CovidNeg_P357_P_3	CovidNeg_P357_P_4	CovidNeg_P400_P_3	CovidNeg_P400_P_4	CovidNeg_P435_P_3	CovidNeg_P435_P_4	CovidNeg_P444_P_3	CovidNeg_P444_P_4	CovidNeg_P465_P_3	CovidNeg_P465_P_4	CovidNeg_P466_P_3	CovidNeg_P466_P_4	CovidNeg_P473_P_3	CovidNeg_P473_P_4	CovidNeg_P478_P_3	CovidNeg_P478_P_4	CovidNeg_P480_P_3	CovidNeg_P480_P_4	CovidNeg_P486_P_3	CovidNeg_P486_P_4	COVIDNsc_P274_P_3	COVIDNsc_P274_P_4	COVIDNsc_P275_P_3	COVIDNsc_P275_P_4	COVIDNsc_P276_P_3	COVIDNsc_P276_P_4	COVIDNsc_P277_P_3	COVIDNsc_P277_P_4	COVIDNsc_P278_P_3	COVIDNsc_P278_P_4	COVIDNsc_P280_P_3	COVIDNsc_P280_P_4	COVIDNsc_P281_P_3	COVIDNsc_P281_P_4	COVIDNsc_P282_P_3	COVIDNsc_P282_P_4	COVIDNsc_P290_P_3	COVIDNsc_P290_P_4	COVIDNsc_P291_P_3	COVIDNsc_P291_P_4	COVIDNsc_P292_P_3	COVIDNsc_P292_P_4	COVIDNsc_P293_P_3	COVIDNsc_P293_P_4	COVIDNsc_P294_P_3	COVIDNsc_P294_P_4	COVIDNsc_P397_P_3	COVIDNsc_P397_P_4	COVIDNsc_P308_P_3	COVIDNsc_P308_P_4	COVIDNsc_P309_P_3	COVIDNsc_P309_P_4	COVIDNsc_P295_P_3	COVIDNsc_P295_P_4	COVIDNsc_P296_P_3	COVIDNsc_P296_P_4	COVIDNsc_P299_P_3	COVIDNsc_P299_P_4	COVIDNsc_P300_P_3	COVIDNsc_P300_P_4	COVIDNsc_P301_P_3	COVIDNsc_P301_P_4	COVIDNsc_P302_P_3	COVIDNsc_P302_P_4	COVIDNsc_P303_P_3	COVIDNsc_P303_P_4	COVIDNsc_P304_P_3	COVIDNsc_P304_P_4	COVIDNsc_P305_P_3	COVIDNsc_P305_P_4	COVIDNsc_P418_P_3	COVIDNsc_P418_P_4	COVIDNsc_P419_P_3	COVIDNsc_P419_P_4	COVIDNsc_P421_P_3	COVIDNsc_P421_P_4	COVIDNsc_P422_P_3	COVIDNsc_P422_P_4	COVIDNsc_P423_P_3	COVIDNsc_P423_P_4	COVIDNsc_P424_P_3	COVIDNsc_P424_P_4	COVIDNsc_P425_P_3	COVIDNsc_P425_P_4	COVIDNsc_P426_P_3	COVIDNsc_P426_P_4	COVIDNsc_P430_P_3	COVIDNsc_P430_P_4	COVIDNsc_P431_P_3	COVIDNsc_P431_P_4	COVIDNsc_P432_P_3	COVIDNsc_P432_P_4	COVIDNsc_P433_P_3	COVIDNsc_P433_P_4	COVIDNsc_P434_P_3	COVIDNsc_P434_P_4	COVIDNsc_P436_P_3	COVIDNsc_P436_P_4	COVIDNsc_P437_P_3	COVIDNsc_P437_P_4	COVIDNsc_P443_P_3	COVIDNsc_P443_P_4	COVIDNsc_P476_P_3	COVIDNsc_P476_P_4	COVIDNsc_P479_P_3	COVIDNsc_P479_P_4	CovidSevere_P273_P_3	CovidSevere_P273_P_4	CovidSevere_P272_P_3	CovidSevere_P272_P_4	CovidSevere_P283_P_3	CovidSevere_P283_P_4	CovidSevere_P284_P_3	CovidSevere_P284_P_4	CovidSevere_P285_P_3	CovidSevere_P285_P_4	CovidSevere_P286_P_3	CovidSevere_P286_P_4	CovidSevere_P287_P_3	CovidSevere_P287_P_4	CovidSevere_P288_P_3	CovidSevere_P288_P_4	CovidSevere_P289_P_3	CovidSevere_P289_P_4	CovidSevere_P298_P_3	CovidSevere_P298_P_4	CovidSevere_P315_P_3	CovidSevere_P315_P_4	CovidSevere_P334_P_3	CovidSevere_P334_P_4	CovidSevere_P336_P_3	CovidSevere_P336_P_4	CovidSevere_P343_P_3	CovidSevere_P343_P_4	CovidSevere_P344_P_3	CovidSevere_P344_P_4	CovidSevere_P345_P_3	CovidSevere_P345_P_4	CovidSevere_P318_P_3	CovidSevere_P318_P_4	CovidSevere_P360_P_3	CovidSevere_P360_P_4	CovidSevere_P361_P_3	CovidSevere_P361_P_4	CovidSevere_P362_P_3	CovidSevere_P362_P_4	CovidSevere_P380_P_3	CovidSevere_P380_P_4	CovidSevere_P381_P_3	CovidSevere_P381_P_4	CovidSevere_P382_P_3	CovidSevere_P382_P_4	CovidSevere_P401_P_3	CovidSevere_P401_P_4	CovidSevere_P411_P_3	CovidSevere_P411_P_4	CovidSevere_P413_P_3	CovidSevere_P413_P_4	CovidSevere_P297_P_3	CovidSevere_P297_P_4	CovidSevere_P420_P_3	CovidSevere_P420_P_4	CovidSevere_P428_P_3	CovidSevere_P428_P_4	CovidSevere_P429_P_3	CovidSevere_P429_P_4	CovidSevere_P442_P_3	CovidSevere_P442_P_4	CovidSevere_P472_P_3	CovidSevere_P472_P_4	GroupArea_Sample	GroupCV_Sample_percentage
CHEBI:42191	C10H16N2O8	OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O	InChI=1S/C10H16N2O8/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20)	Ethylenediaminetetraacetic acid					1.575																																											1121404401.37919										997249653.416573														1872049089.69781	2067495701.77728		2486513414.09798			1971434631.17709	2133619580.47655	1330862379.12261	1429568412.65408					2366283421.45289								3739322807.44674	2199933948.34467	1606033119.8791			1960505832.78698	3105120636.38366														3385518823.78209				4385828873.78605																						1566367269.5175									3888898260.16446									2307316247.46536																														2226174616.16974							2218404049.83977					4136702137.59152																				2592056334.12629		3925065764.31661		2833650781.43832	3137128565.59446			2093564866.83369					2397458771.6423									2592719553.46951																	2459774075.41838								1619204257.39587							4345327785.23841	3501018609.48711					2893152595.63016		2315642912.36654	3095919145.28909							2192681475.85968						2011480068.95966																2315642912.36654	34.9149524113829
CHEBI:143870	C13H16O4	O(C(=O)C(C)C)C1=C(OCC)C=C(C=C1)C([H])=O	InChI=1S/C13H16O4/c1-4-16-12-7-10(8-14)5-6-11(12)17-13(15)9(2)3/h5-9H,4H2,1-3H3	Ethylvanillinisobutyrate					12.065												205198158.650056																		329831044.671818																																																																																																																																																																																																																																																																																						
CHEBI:143870	C13H16O4	O(C(=O)C(C)C)C1=C(OCC)C=C(C=C1)C([H])=O	InChI=1S/C13H16O4/c1-4-16-12-7-10(8-14)5-6-11(12)17-13(15)9(2)3/h5-9H,4H2,1-3H3	Ethylvanillinisobutyrate					12.184												199123686.458215																		276631699.786818																																																																																																																																																																																																																																																																																						
CHEBI:143870	C13H16O4	O(C(=O)C(C)C)C1=C(OCC)C=C(C=C1)C([H])=O	InChI=1S/C13H16O4/c1-4-16-12-7-10(8-14)5-6-11(12)17-13(15)9(2)3/h5-9H,4H2,1-3H3	Ethylvanillinisobutyrate					11.735																																																																																																																			10861867.4462437	11345818.912345															11227879.5716286	10960522.087171																																																															11855636.0820471	12231103.1828291															14703108.893027	16090071.4885365																																																																																															11600727.497196	15.5805748825582
CHEBI:84945	C24H36O2	CCOC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	InChI=1S/C24H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26-4-2/h5-6,8-9,11-12,14-15,17-18,20-21H,3-4,7,10,13,16,19,22-23H2,1-2H3/b6-5-,9-8-,12-11-,15-14-,18-17-,21-20-	Ethyldocosahexaenoate					17.16																																																																																																			5408174.89192253	5122888.07958524							25609599.845799	25628366.9069361			7118626.34928969	6948125.30217919			6196495.3067472	6151653.71969956															13078130.0539726	13808623.6172186															5275644.78535876						14274770.8097372	14713637.2516918				5204391.54201225	6027062.83627437	6347502.19506441			15468500.1601278	17282718.3103412			9919313.76987122	5940301.62948877								5211210.05099818			7660650.40936708	8064913.80800792					8071526.41347086	8013322.74380883	5665455.37721954	5643303.06223424							5799526.14746615	5548455.52076277					59923788.5887858	58154385.8475218	7558506.37891001	12637240.2095273	21155733.7302133	21912440.9205736			20949871.0309935	22649703.9106861									7973441.33440303	7888119.2120048					14686591.3783871	14720138.6996845													5772453.35779004						7472481.84647933	7377976.39291352					26116391.7625888	25953206.9940822	9539554.92699785	10080809.0554352																													14046811.5877563	15399055.0699907															10839821.106202	10913845.7528432							8805540.67023436	84.5556150955378
CHEBI:84945	C24H36O2	CCOC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	InChI=1S/C24H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26-4-2/h5-6,8-9,11-12,14-15,17-18,20-21H,3-4,7,10,13,16,19,22-23H2,1-2H3/b6-5-,9-8-,12-11-,15-14-,18-17-,21-20-	Ethyldocosahexaenoate					16.99																																																																																																	8532966.12274381	8787559.84673924			6237082.01681318	6371786.63964246			5847698.82283899	6687897.59030845	16153024.1158046	16513040.368888	5964314.02546953	5715744.0973793	13779996.9524919	13505676.0122758			21714121.0418905	23097239.3267551			5422457.81945879	5847595.76732484			6525895.52391416	6389176.53036439	22075771.942412	23369162.4833461	12042990.5884183	12278983.2387892							24700666.1781192												10698256.7871709	10074950.4743793									12133305.3550501	12043712.5127437	6259892.52245	8193652.11354872			22788791.9717872	25217035.3272565	10253685.5695601	10740918.6238864			12417978.7882874	11109806.6960099																															27169748.7165199	27281501.0010467	11960253.0200992	11465619.8762217	25420843.3526893	26101771.7607663			19119009.1724141	19819300.3899901	21862618.5795077	23268382.6020885	5886432.00510562	6075237.48983883											15736499.2557216	16098928.815722			9280463.94220739				35113178.842085	30368500.7818372	6517415.92690977	6534294.02562372			24694760.1426252	26044944.9444713					25225841.6484021	25625478.7065232			15063664.292038	14594684.3064944	32052030.9041917	30579983.2280286	7590864.04662764								19257032.7595633	18980251.9757963																			6152698.60410434														16258544.4176788	12860427.4848015											13183051.7485387	52.7978089531157
CHEBI:84945	C24H36O2	CCOC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	InChI=1S/C24H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26-4-2/h5-6,8-9,11-12,14-15,17-18,20-21H,3-4,7,10,13,16,19,22-23H2,1-2H3/b6-5-,9-8-,12-11-,15-14-,18-17-,21-20-	Ethyldocosahexaenoate					15.44																																																																																																																																																																					7629569.2477767	7747261.44340234																																			15272792.0316962	15091820.1324864								7425592.54964902																							5639693.48163915																																																		12128447.1512642	12843115.314602																							9937854.29733328	36.2524433677744
CHEBI:84945	C24H36O2	CCOC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	InChI=1S/C24H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26-4-2/h5-6,8-9,11-12,14-15,17-18,20-21H,3-4,7,10,13,16,19,22-23H2,1-2H3/b6-5-,9-8-,12-11-,15-14-,18-17-,21-20-	Ethyldocosahexaenoate					14.242																																																																																																																			6527062.39697467	6012889.24852009																																																							5392897.57878667	5656740.55848477																													13398037.5851166	12374803.2502347																																														5575628.2875041																																																											6012889.24852009	44.2607694717037
CHEBI:84945	C24H36O2	CCOC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	InChI=1S/C24H36O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26-4-2/h5-6,8-9,11-12,14-15,17-18,20-21H,3-4,7,10,13,16,19,22-23H2,1-2H3/b6-5-,9-8-,12-11-,15-14-,18-17-,21-20-	Ethyldocosahexaenoate					15.809																																																																																																																			9604645.86387042	9871999.76438187										5718882.69335236																																																																	6563018.40106692	6943412.68028624																																															9795846.01502981	9272354.98170548																					13228807.8711572	13326207.1528918																									6243009.91554575	6582525.44191286							5839061.50583158	5885240.70290048			7347625.60007164	7493732.10897604							7347625.60007164	30.5727519240576
CHEBI:179456	C13H16O3	O1C(C1C(OCC)=O)(C2=CC=C(C=C2)C)C	InChI=1S/C13H16O3/c1-4-15-12(14)11-13(3,16-11)10-7-5-9(2)6-8-10/h5-8,11H,4H2,1-3H3	Ethyl 3-methyl-3-(p-tolyl)glycidate					14.943												28650920.7797952																		10221569.0266825																																																																																																																																																																																																																																																																																						
	C17H22ClN3O3			ethyl 2-(tert-butyl)-3-chloro-5-cyano-6-morpholinoisonicotinate					8.464																																																																																															4144618.12226446	4471758.52804584																																																																																																																																																																																																																			4308188.32515515	5.36938457349801
	C18H34O2			Ethyl (9E)-9-hexadecenoate					18.494																			29778542.4567593			41343176.2138476	29155257.9923265		58972754.3114407			28523525.5731809				26960924.3425548																																																																																																															6050395.76641763	6230775.31986623													8897632.50158879	9019648.42571683																									5717898.31093719	6318357.00461839							6404156.46777289	5972231.36245303				5114781.11696843														5358596.49167152																																						5749872.04656267	9012140.21914294	9214445.71620535	8891618.84778016	8703670.0330337								4835226.81766048			7216457.4909141	6463901.51950727	6531454.06342017	7358998.22398383											9133145.01463838	11996737.1790301													9575810.02183189	9650888.73829593										4887896.55272641					6531454.06342017	25.5995106487069
CHEBI:77323	C14H19NO	CCOc1ccc2NC(C)(C)C=C(C)c2c1	InChI=1S/C14H19NO/c1-5-16-11-6-7-13-12(8-11)10(2)9-14(3,4)15-13/h6-9,15H,5H2,1-4H3	Ethoxyquin					12.026																																																																																																																																															20058067.1476083	20832694.8650685																													19384648.046719	21810270.5166737																			5297237.95358116	5400985.83630612																																													8339031.70816972	8321336.37569567							74872665.0249964	77510649.286529	17901891.5848668	17878261.3441506	42390420.6427824	42030206.5430557															14847113.6692543	14016189.3439002																			8655646.86480436	8987609.09652824	47613763.8149738	49456687.5856824	34481989.9846129	33523329.8553316	16499208.2603808	16170927.6210728	27170904.3523599	27032833.3968663											19721357.5971637	74.4515728706014
CHEBI:42478	C21H19N3	CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc12	InChI=1S/C21H19N3/c1-2-24-20-13-16(23)9-11-18(20)17-10-8-15(22)12-19(17)21(24)14-6-4-3-5-7-14/h3-13,23H,2,22H2,1H3/p+1	Ethidium					8.455												7450384.54664882																																																																																																																																																																																																																																																																							4422859.21699464	4573571.58683033																															4498215.40191249	2.36915596959079
CHEBI:52741	C2H6ClO3P	OP(O)(=O)CCCl	InChI=1S/C2H6ClO3P/c3-1-2-7(4,5)6/h1-2H2,(H2,4,5,6)	Ethephon					1.234																															7585644.93265589	10396973.1578148																																																																																																																																																																																																																																																																																				
CHEBI:31564	C9H11NO2	CCOC1=CC=CC=C1C(N)=O	InChI=1S/C9H11NO2/c1-2-12-8-6-4-3-5-7(8)9(10)11/h3-6H,2H2,1H3,(H2,10,11)	Ethenzamide					10.247																																																																																																																																																																																																																																																					4015973.9853582																																																														4015973.9853582	
CHEBI:50275	C17H19N3O3S	COc1ccc2[nH]c(nc2c1)[S@@](=O)Cc1ncc(C)c(OC)c1C	InChI=1S/C17H19N3O3S/c1-10-8-18-15(11(2)16(10)23-4)9-24(21)17-19-13-6-5-12(22-3)7-14(13)20-17/h5-8H,9H2,1-4H3,(H,19,20)/t24-/m0/s1	Esomeprazole					8.863																																																																																																							6568615.35890771	6858212.20507402	91733657.056059	91442013.0791627	160968867.423988	170013056.829566	84970913.153619	90894154.1145182																					6703566.88827203	6299702.7394975	49412573.2493114	52558318.4744718	98099844.4162347	108074546.767881	6487180.51779608	6703574.80952406	16237760.9981191	16662871.5007314	7792310.64316652	8205748.60818605					131103685.992962	124258406.504308	80017783.8328351	84794181.9373115	33997337.8251847	39412061.5475034	8263152.40048826	9018411.96667353																					18135328.4546012	18466718.9570813							50095796.7940143	52429900.592454																						20436020.8840349					95749118.2505667	97189980.9789903	68295210.8309816	71554727.016892	8550626.40784741	8713475.03896064	7500263.01988434	7667053.86140773																			20763339.2289006	21213709.373564	229428209.362468	233401663.538586	5129464.70914717	5085144.65186138																																					40701286.2730733	42537181.4836975			11582519.6405488	11763742.6627051															154438106.750054	161042968.888774							39412061.5475034	102.92765586721
CHEBI:142245	C22H43NO	O=C(N)CCCCCCCCCCC/C=C\CCCCCCCC	InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-	Erucamide					18.858												5130233236.2319			5292430977.47416			4324459481.11185			4442223128.7608			6930691202.0112			6801668214.50453			7694180285.16824																																																																																																																																																																																																																																																																																						
CHEBI:142245	C22H43NO	O=C(N)CCCCCCCCCCC/C=C\CCCCCCCC	InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-	Erucamide					17.969												223132786.856621			108757171.784013			120128195.36145			90612651.0403546			178202725.096766			114380987.931329			322480167.594483																																																																																																																																																																																																																																																																																						
CHEBI:142245	C22H43NO	O=C(N)CCCCCCCCCCC/C=C\CCCCCCCC	InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-	Erucamide					19.759																																																																																					22007767.3313025							34048927.0417193																											62226022.2668569																			47861830.578817																																																																										75191275.4102265																						27950897.7185759																																																																									40955378.8102681	46.2631162597487
CHEBI:142245	C22H43NO	O=C(N)CCCCCCCCCCC/C=C\CCCCCCCC	InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-	Erucamide					19.705																																							7972715.22443697		15583403.6570583	4835903.01546459	7772699.25417479	15003428.3540836	8985547.24402522	19278589.7004504		7686520.73647597		6089150.50141126			12396460.8590714		13715347.7278777	5067616.56612768	18836891.9234109	18297814.5283793			25164041.6290503	8202926.10098208	7058599.84799192	8221911.28106897		12620963.9329973	7007582.4612449		10563510.014846	8959065.36363023		23485665.5300956		10249353.7666552				7749108.22017262			17195703.082201		6660226.12687944			22554231.2961344	21738023.1121807						12552466.375004	11115152.6971227				25382057.3635512		3985719.30851873				4622558.16296134								7367520.32061952				3967650.38129341		14826046.4256201					21256725.3891789		4480343.64936897				16673012.8827434				4200724.83724239			6649212.21629657		10177116.8627907												23684024.4423652						18507064.4038207												2095240.54758593										15024583.9110126	13836728.4576252				19382027.598391				19738688.1886617	21527196.1192776			12323280.9118674						5370546.60676911			14293704.7216205		35103017.8937593					17676426.7393909							21255579.1509923	6140892.85883123		24555019.6952485								20712807.6506037	27055273.512524						19508181.6806331		5193984.99096529				12663389.3311563		18727002.5129967															14745665.3907515	2924498.38663182																					8705222.2300469		16753767.7429219					18102270.3786363		12730825.0447877		6683031.56525721										5737421.75283755		7528531.33103923	18171388.7308369	20998837.6813017		14398378.220069			12663389.3311563	52.6757725005514
CHEBI:142245	C22H43NO	O=C(N)CCCCCCCCCCC/C=C\CCCCCCCC	InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-	Erucamide					20.115																										15039412.1619089			25638598.8980136																																																																																																																																																																																																																																																																																							
CHEBI:142135	C22H31NO4	C1C[C@H](C[C@@]2([C@@]1([C@@]([C@@](C=C2)(/C=C/C)[H])(\C(\O)=C/3\C(N([C@H](C3=O)CO)C)=O)C)[H])[H])C	InChI=1S/C22H31NO4/c1-5-6-15-9-8-14-11-13(2)7-10-16(14)22(15,3)20(26)18-19(25)17(12-24)23(4)21(18)27/h5-6,8-9,13-17,24,26H,7,10-12H2,1-4H3/b6-5+,20-18-/t13-,14-,15-,16-,17+,22-/m1/s1	Equisetin					9.532																																																																																																																																																																											22121276.0491131	23268242.9522035																																																																																																																																							22694759.5006583	3.57363590897811
CHEBI:134944	C15H21NO	C[C@]12C=3C(C[C@](C1)(CN(CC2)C)[H])=CC=C(C3)O	InChI=1S/C15H21NO/c1-15-5-6-16(2)10-11(9-15)7-12-3-4-13(17)8-14(12)15/h3-4,8,11,17H,5-7,9-10H2,1-2H3/t11-,15-/m1/s1	EPTAZOCINE					8.26																																																																																																																																																																																																																																																							3744201.46514727	3913727.10279718			5148556.31039901	5107598.2621695																																																							4510662.68248334	16.8228554764734
CHEBI:81059	C13H16N2O5S	C[C@H](O)[C@H]1[C@H]2CC(S\C=C\NC(C)=O)=C(N2C1=O)C(O)=O	InChI=1S/C13H16N2O5S/c1-6(16)10-8-5-9(21-4-3-14-7(2)17)11(13(19)20)15(8)12(10)18/h3-4,6,8,10,16H,5H2,1-2H3,(H,14,17)(H,19,20)/b4-3+/t6-,8+,10-/m0/s1	Epithienamycin B					7.255																																	18494386.0688486	18173682.8807314	18543200.9609185	18952345.4555091	19286128.3888056	20089941.4256012	21630768.4735689	24428026.9913073	29310699.2146785	29773397.2183313									16044938.8700518	15943666.0321204	16206269.9899343	16967880.952479	18217534.4098368	19287823.3189678	29722618.9990749	29292896.3523401	20482831.1983816	22777601.2244233	31506762.8926275	31581035.5303297	33749551.8922118	34089835.8076438	36170532.8440775	35515981.1145986	31567518.0039557	31365934.5699032	31653807.6478949	28952133.5061766	35768279.1009675	31264859.1983807	34700760.0919089	33828670.8319227	32818428.1391224	33675811.0351026	31781605.2557711	31621323.3264806	30091657.7669315	33141650.9393647	31956006.2341921	29439982.6882678	34599806.5585281	38369994.3048928	47030257.8379978	49471980.7025249	52956936.7432529	51276831.005632	40110072.9581618	41874011.6926295	40449922.1759273	40406067.621804	38797072.6469812	43329857.8277083			52900918.3704399	53334123.6537482										11464806.6829456	36838426.8535062	38523448.9227334															16809388.1092897	17381378.5346342			17958163.628734	18551259.5839528																	33724768.8245373	33140769.2953058	25921537.7823469	26100985.7745056									16137992.4129344	18180769.8666334	41960309.5421775	41492084.7528864			18496557.4359451	20537674.696487															5291394.13438555	5125096.24828478																													35102853.0809855	24701258.8941907																					6858687.84536244		30331244.3707166	26136507.2352991			57108626.5809435	58297134.8728963																																			26359273.0692881	24585258.3820194							12572507.4175363	14285865.9993224			19865687.0274783	15504223.4184422											7395011.2083653	6999010.01425567							29748008.1087031	41.9836337007178
CHEBI:71467	C22H35NO2	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO	InChI=1S/C22H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22(25)23-20-21-24/h3-4,6-7,9-10,12-13,15-16,24H,2,5,8,11,14,17-21H2,1H3,(H,23,25)/b4-3-,7-6-,10-9-,13-12-,16-15-	EPEA					19.977																																																																																																																																																																		4386450.07906667																																																									6121480.52053427																																																																																								5253965.29980047	23.3509686631053
	C19H21N3O2S			Enviradene					8.27																																																																																																																					18600789.9239619	17700718.8829617																																																																																																																																																																																													18150754.4034618	3.50644564128759
CHEBI:81555	C18H18O4	Oc1cccc(C[C@@H]2COC(=O)[C@H]2Cc2cccc(O)c2)c1	InChI=1S/C18H18O4/c19-15-5-1-3-12(8-15)7-14-11-22-18(21)17(14)10-13-4-2-6-16(20)9-13/h1-6,8-9,14,17,19-20H,7,10-11H2/t14-,17+/m1/s1	Enterolactone					18.793																																																																																																																																							13570883.6085091	12051429.0052994		12025729.5241186			12443826.9679503	12797493.967191							13419302.8132014	9340823.02058849	9857151.11041166	11976309.8641996	12239181.4166588	11797847.2418747	10020171.6197931	8786975.61588409	16341398.1030608	15608913.2621212								15260203.2155781									15471729.412859	15394722.6376611	11204922.5388933	10058255.0439803				10638482.6371739				14019727.3744272			12403736.5662384	19242564.3544774	14794768.7968221	12571482.4420341	14784973.309998	13410082.1307656	20058861.219206	19485451.4620106											10080369.1788751								7621086.17686368				14656850.5396462	12128604.742478			11135170.700278	9521680.5686193	14918126.3760623	14379904.8089044			13529670.6573363	10409848.022087																							12045301.8442842	12224676.4910652							10057430.9304608	12641175.6541199	15783199.3089786	15549175.7881442			17098115.333699	8013811.52418056											14397838.8470031							13611421.8305623		14749491.0874231				14208155.7967717			16508996.6316283	15395076.069561	11071918.1771164	11373336.6183484			13098112.7625338	12067336.5573626					12719334.8106555	20.5852301881253
