database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20P02820216_BEHC18_NEG	20P02820217_BEHC18_NEG	20P02820215_BEHC18_NEG	20P02820224_BEHC18_NEG	20P02820213_BEHC18_NEG	20P02820210_BEHC18_NEG	20P02820211_BEHC18_NEG	20P02820218_BEHC18_NEG	20P02820219_BEHC18_NEG	20P02820133_BEHC18_NEG	20P02820132_BEHC18_NEG	20P02820131_BEHC18_NEG	20P02820130_BEHC18_NEG	20P02820136_BEHC18_NEG	20P02820135_BEHC18_NEG	20P02820134_BEHC18_NEG	20P02820139_BEHC18_NEG	20P02820138_BEHC18_NEG	20P02820024_BEHC18_NEG	20P02820320_BEHC18_NEG	20P02820026_BEHC18_NEG	20P02820027_BEHC18_NEG	20P02820021_BEHC18_NEG	20P02820023_BEHC18_NEG	20P02820028_BEHC18_NEG	20P02820286_BEHC18_NEG	20P02820096_BEHC18_NEG	20P02820227_BEHC18_NEG	20P02820120_BEHC18_NEG	20P02820121_BEHC18_NEG	20P02820122_BEHC18_NEG	20P02820123_BEHC18_NEG	20P02820124_BEHC18_NEG	20P02820264_BEHC18_NEG	20P02820126_BEHC18_NEG	20P02820127_BEHC18_NEG	20P02820128_BEHC18_NEG	20P02820129_BEHC18_NEG	20P02820266_BEHC18_NEG	20P02820059_BEHC18_NEG	20P02820058_BEHC18_NEG	20P02820057_BEHC18_NEG	20P02820051_BEHC18_NEG	20P02820053_BEHC18_NEG	20P02820052_BEHC18_NEG	20P02820295_BEHC18_NEG	20P02820293_BEHC18_NEG	20P02820288_BEHC18_NEG	20P02820317_BEHC18_NEG	20P02820199_BEHC18_NEG	20P02820198_BEHC18_NEG	20P02820195_BEHC18_NEG	20P02820194_BEHC18_NEG	20P02820196_BEHC18_NEG	20P02820315_BEHC18_NEG	20P02820190_BEHC18_NEG	20P02820193_BEHC18_NEG	20P02820192_BEHC18_NEG	20P02820115_BEHC18_NEG	20P02820114_BEHC18_NEG	20P02820116_BEHC18_NEG	20P02820110_BEHC18_NEG	20P02820274_BEHC18_NEG	20P02820176_BEHC18_NEG	20P02820082_BEHC18_NEG	20P02820205_BEHC18_NEG	20P02820080_BEHC18_NEG	20P02820084_BEHC18_NEG	20P02820310_BEHC18_NEG	20P02820306_BEHC18_NEG	20P02820307_BEHC18_NEG	20P02820298_BEHC18_NEG	20P02820299_BEHC18_NEG	20P02820303_BEHC18_NEG	20P02820305_BEHC18_NEG	20P02820240_BEHC18_NEG	20P02820100_BEHC18_NEG	20P02820105_BEHC18_NEG	20P02820038_BEHC18_NEG	20P02820032_BEHC18_NEG	20P02820031_BEHC18_NEG	20P02820030_BEHC18_NEG	20P02820037_BEHC18_NEG	20P02820269_BEHC18_NEG	20P02820328_BEHC18_NEG	20P02820060_BEHC18_NEG	20P02820063_BEHC18_NEG	20P02820064_BEHC18_NEG	20P02820179_BEHC18_NEG	20P02820178_BEHC18_NEG	20P02820069_BEHC18_NEG	20P02820175_BEHC18_NEG	20P02820174_BEHC18_NEG	20P02820173_BEHC18_NEG	20P02820172_BEHC18_NEG	20P02820171_BEHC18_NEG	20P02820170_BEHC18_NEG	20P02820203_BEHC18_NEG	20P02820183_BEHC18_NEG	20P02820180_BEHC18_NEG	20P02820002_BEHC18_NEG	20P02820006_BEHC18_NEG	20P02820188_BEHC18_NEG	20P02820189_BEHC18_NEG	20P02820202_BEHC18_NEG	20P02820271_BEHC18_NEG	20P02820185_BEHC18_NEG	20P02820229_BEHC18_NEG	20P02820228_BEHC18_NEG	20P02820164_BEHC18_NEG	20P02820226_BEHC18_NEG	20P02820092_BEHC18_NEG	20P02820095_BEHC18_NEG	20P02820162_BEHC18_NEG	20P02820163_BEHC18_NEG	20P02820220_BEHC18_NEG	20P02820017_BEHC18_NEG	20P02820016_BEHC18_NEG	20P02820018_BEHC18_NEG	20P02820089_BEHC18_NEG	20P02820151_BEHC18_NEG	20P02820153_BEHC18_NEG	20P02820152_BEHC18_NEG	20P02820154_BEHC18_NEG	20P02820159_BEHC18_NEG	20P02820158_BEHC18_NEG	20P02820276_BEHC18_NEG	20P02820238_BEHC18_NEG	20P02820239_BEHC18_NEG	20P02820234_BEHC18_NEG	20P02820235_BEHC18_NEG	20P02820236_BEHC18_NEG	20P02820237_BEHC18_NEG	20P02820230_BEHC18_NEG	20P02820231_BEHC18_NEG	20P02820232_BEHC18_NEG	20P02820233_BEHC18_NEG	20P02820048_BEHC18_NEG	20P02820046_BEHC18_NEG	20P02820042_BEHC18_NEG	20P02820043_BEHC18_NEG	20P02820040_BEHC18_NEG	20P02820001_BEHC18_NEG	20P02820322_BEHC18_NEG	20P02820323_BEHC18_NEG	20P02820326_BEHC18_NEG	20P02820146_BEHC18_NEG	20P02820147_BEHC18_NEG	20P02820144_BEHC18_NEG	20P02820145_BEHC18_NEG	20P02820142_BEHC18_NEG	20P02820143_BEHC18_NEG	20P02820140_BEHC18_NEG	20P02820141_BEHC18_NEG	20P02820209_BEHC18_NEG	20P02820208_BEHC18_NEG	20P02820075_BEHC18_NEG	20P02820073_BEHC18_NEG	20P02820072_BEHC18_NEG	20P02820079_BEHC18_NEG	20P02820078_BEHC18_NEG
CHEBI:17053	C4H7NO4	N[C@@H](CC(O)=O)C(O)=O	InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1	L-aspartate					0.658												5455439.902	5709524.949	7445306.438	3682746.996	7329469.78	4723418.77	3203969.456	3313207.294	5206533.244	606389.0852	541704.869	619497.3347	807727.9692	774873.5252	959608.4859	696373.8542	918639.3714	838065.1893	962676.3325	1755005.273	1002971.52	1040918.48	1073372.62	909101.2565	379297.5422	1662271.883	563761.5019	4956683.187	1088987.56	1320597.116	730066.3566	923691.1729	716554.6202	1818088.164	1645317.468	704598.3796	795271.4545	869925.3409	2033063.122	1032733.536	629651.9643	1004143.709	624089.1711	970283.117	492236.0549	1784403.407	1736516.668	1715510.886	1371034.366	6572487.492	6408099.321	6218247.039	6884179.555	5834456.172	2070733.903	7740876.848	5746918.658	6654457.059	654671.862	714020.4178	573992.6117	433840.9637	1337693.97	8548436.156	671090.2678	6411205.203	830500.3719	1340159.765	2351926.525	2190931.606	1454036.901	1715271.686	1803909.838	1552485.297	721769.0877	1817614.881	792208.4692	481670.7132	726214.8963	585020.9614	1129203.298	997522.291	739092.5768	1585076.264	1426220.018	492788.4427	451625.8645	619258.2597	5265273.709	5249487.97	602476.7273	7140268.377	4326205.797	9119716.171	7622719.68	4697517.95	611569.1829	4523124.724	8150399.454	9208613.72	632936.5312	581199.6887	4518400.846	7197669.575	8327829.923	1501101.497	5746422.791	5364292.335	5841138.071	607562.0226	4139374.171	1806641.495	586236.9985	992512.4398	553566.7401	3818384.182	799615.45	785010.1076	597055.1622	817280.7439	553271.1246	845915.0764	921485.6665	982239.6001	617600.9728	787490.3995	621314.663	5945151.831	4898096.639	10614374.09	6643193.725	14224910.87	6119635.656	12305032.83	12279488.5	5474819.045	5559757.725	1142847.787	1122644.591	1674803.032	892141.2331	842273.3403	906606.7487	830453.2023	1845308.782	1567973.718	1613460.396	914995.5356	927971.7158	829343.6932	1389512.497	847226.7538	1445618.951	629551.7508	3461421.599	4322439.044	594703.7415	753115.9141	624689.6834	626710.9778	511028.6873
CHEBI:16015	C5H9NO4	N[C@@H](CCC(O)=O)C(O)=O	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1	L-glutamic acid					0.659												46458958.5	47606858.88	52062332.43	32715860.99	57899641.96	51228557.86	24067171.54	36575966.37	37290567.35	30435454.57	32390392.66	23612454.77	44618264.18	21212105.13	38048058.73	35936068.5	42337500.66	32352683.61	43618969.95	59526629.78	28910587.83	32918182.23	11378472.27	42347497.85	6091269.362	42541660.59	27685807.78	54309567.62	42026846.27	43439352.84	37654361.24	47080431.54	48510681.25	62479940.58	60957356.98	25301799.54	40433100.23	21630223.29	45311555.67	45405872.71	25437399.52	40933832.97	41674325.46	39625242.86	34977984.78	12461333.76	44868368.47	32714062.03	45124739.23	62203215.86	42890019.49	53383363.75	56305635.57	46813759.74	49469395.23	47518816.99	42585926.23	62861821.1	29704727.31	34375065.93	26365477.65	23848215.59	31482670.54	70318698.52	23586863.59	44141337.89	50784125.44	59149509.29	48175832.13	45523661.46	65180403.49	64202738.85	60328290.37	48221274.14	37006363.41	16538523.42	30705813.44	22631397.69	34043498.64	15006094.16	26567639.35	18145367.67	30971836.39	47432372.53	42530297.31	30579622.5	12247149.83	29276608.69	60739466.71	46267521.85	11714053.57	45277249.98	38459408.61	63776715.14	88013823.12	38313135.79	20921277.98	45315082.29	61077095.93	66244988.31	8887425.333	21574326.9	34527502.51	59766010.21	52288026.27	39002310.23	51614257.36	37148794.23	43626883.33	22208778.24	48399151.38	43778926.05	23551709.02	29797567.18	18472817.93	34185034.17	23188296.78	48891689.78	27897235.51	21677879.71	19559008.5	30984888.94	37856289.44	47677117.08	20362641.84	23183953.39	12387067.99	20057985.68	45393025.52	22151533.25	22623088.79	29057793.29	36678311.12	24788315.18	32651958.4	37640257.78	23263508.87	35781563.09	40419918.2	26338813.84	27544748.77	35266625.02	55893118.48	32907410.87	46119997.74	37454774.84	48823501.95	41360242.46	31802698.13	33537789.05	93747325.97	31159200.89	40303184.76	19631213.75	35684664.94	32836419.61	25352378.67	31255273.43	35398221.34	32905639.5	24813596.79
CHEBI:16265	C4H6O3	[H]C(=O)CCC(O)=O	InChI=1S/C4H6O3/c5-3-1-2-4(6)7/h3H,1-2H2,(H,6,7)	Succinic semialdehyde					0.66												5252590.706	5891077.45	8170004.308	10170736.56	9709130.851	11052191.83	3999517.86	6648943.188	5242624.635	11184520.54	9625329.603	4117575.137	6108337.123	13363403.19	7673056.549	9454663.345	11152068.91	4716188.219	5274910.238	8037691.506	3676014.599	7245187.74	5814417.965	8357373.04	2259754.923	13245729.79	6479642.286	6035097.459	16462403.18	5505870.037	8697445.782	14097089.14	12890597.77	10104557.67	13069322.36	4432296.19	6158109.136	8351451.671	16610507.23	17987656.38	7182629.508	9463879.953	6277866.254	9414394.864	3919615.214	18536851.67	21022136.66	9115583.266	10435111.77	6591971.003	11389553.04	6587423.494	5348578.131	8442777.958	9270498.628	6533299.334	12364301.62	11851005.73	10670208.95	11488498.78	4615963.951	13454215.29	8922404.948	8151213.63	8337645.915	5429024.527	8083810.925	6795958.021	12634106.62	9178330.121	8189976.059	6429455.788	17513545.49	17002697.79	14156267	11540606.65	7880008.791	9193318.435	6177833.481	5236273.81	4080558.105	924913.9139	3193901.508	19832268.39	8163220.131	9011719.496	6363515.602	10327691.72	41744125.2	4000532.99	11904691.23	4172729	7160955.986	5407688.258	5324112.93	9185544.28	7486173.549	4188102.182	8131763.833	10572617.43	12938587.69	8392380.684	4329272.708	7033891.03	7744890.153	10888356.69	8922002.199	11255840.47	16742646.08	5672032.858	12283661.89	5084464.465	7647271.465	11685130.89	9986971.181	3207555.11	10612890.74	3493184.583	4501734.771	8131430.586	5845589.316	10975162.93	9237706.45	4400152.87	8933241.986	5149245.768	8120019.117	5316301.036	7706424.329	4475260.539	4370437.349	6598706.591	9556371.286	6174967.264	5830078.229	10343264.76	8872905.132	16184403.39	5359057.817	20660566.29	7728231.567	16720190.8	14189084.33	7750970.159	18228717.32	10922054.69	5197018.454	13835252.49	11208259.3	8185105.003	6281963.98	9561491.575	20658999.66	6816044.575	10603670.36	6435220.58	6520354.409	2310731.211	5882736.343	5469156.549	13788602.34
CHEBI:16217	C6H10O6	OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C6H10O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-5,7-10H,1H2/t2-,3-,4+,5-/m1/s1	D-gluconic acid delta-lactone					0.664												380203.3266	336881.2487	227512.0284	460295.9657	347070.3332	561386.9268	248487.3215	515956.2453	491787.1624	515472.0088	513206.3059	223914.414	309374.1759	381809.3331	359494.4912	353124.1602	2689119.738	162763.3335	302970.9068	673878.8323	399718.2982	2282029.391	820668.0356	393052.4034	522311.7262	811751.3879	569276.5625	377496.7173	346655.3629	660187.3849	405148.0332	393637.0101	589144.0604	1322865.139	516383.244	226562.7003	3154967.599	297378.7038	1174675.06	550082.9788	266373.0257	367011.9875	420118.999	425910.8922	568932.8859	2510075.292	1106533.245	3300594.594	642719.0058	640162.1237	508084.4858	492609.454	415747.1554	425525.7216	721827.1363	408849.6955	817961.1296	811969.6898	2851336.544	449913.3571	1892832.707	244578.0223	1348106.508	364425.3351	294741.5343	747988.609	1617383.174	559038.2349	644849.207	762213.3011	1296395.598	589916.3446	1047721.355	821710.0795	515951.1046	494149.7395	345461.8226	244825.9782	903856.8286	2472452.55	289668.9967	127492.5663	377945.0878	745665.6049	643882.0286	326543.6094	2937718.958	452567.2798	1201330.566	357665.2473	450002.1354	419863.6128	465858.8829	287321.385	2826820.721	539435.1559	1280739.142	554227.9096	398511.9178	391163.7411	157703.5378	792121.6741	223084.1406	467892.9184	828716.8073	616032.5299	588673.9476	383897.2946	405383.7456	888490.9506	1663281.498	474798.6454	305735.9626	567983.2956	359564.3403	275913.6501	650506.5058	411129.8349	460494.4943	898145.4753	477338.9058	418276.6736	544360.9201	485651.9203	409636.8013	482995.8853	2237280.881	806530.0562	2298595.032	671239.3962	680168.2233	740938.3105	1176894.64	698990.2775	2151019.381	1960540.034	654497.251	3166668.627	484400.7663	1927334.583	840175.6116	476630.8683	707590.5245	467330.5212	635586.5262	810979.2041	343060.664	602510.8701	316507.9345	287870.3829	542342.1964	329865.1235	337590.9875	172609.8546	478859.8969	602129.2638	2734663.136	248944.3522	724927.5893	518354.5494	560192.5553
CHEBI:16283	C6H12N2O4S2	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O	InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1	L-cystine					0.665												2837911.205	3060991.936	4002569.425	1393689.011	4866503.112	1905944.922	2188647.908	4302573.699	2948578.894	4023488.193	5585125.417	5609065.421	4771613.298	3346853.518	4662975.951	4113749.114	3712687.445	4213134.092	5173856.503	4067148.684	3677712.907	3350944.717	316747.5641	3492349.987	44291.80183	5143970.585	3123261.6	3518709.454	4744097.757	2143052.448	5124423.997	3728465.172	3344497.728	2104093.918	5912992.678	3202548.344	3336387.488	4813538.485	1306564.739	2592987.454	2226818.022	3821959.714	4400402.287	2240062.957	4053371.729	170339.9484	1419259.79	453114.8933	2170776.059	3645178.615	3132443.698	2686603.908	3139378.213	2672233.762	3970837.206	3385460.742	4707396.724	1382656.928	4009228.506	6313381.414	783481.1698	3719776.311	1497502.782	2911899.737	2280529.513	3492759.636	2632700.315	3531419.051	4469466.589	3306173.965	4107390.679	5969587.744	2146230.46	2180911.467	1710222.284	4201034.641	4927592.25	2239285.787	3354972.529	2732338.017	3638671.499	1814342.389	2505488.125	2311166.177	1834914.513	4876202.524	2103426.068	3726906.14	2777309.678	3356828.493	227418.6683	1879129.247	3247072.968	2382196.669	2803118.559	1721646.217	208650.7977	2570816.308	1890459.493	1705790.526	1016195.81	1991573.612	1418271.824	1228419.829	2175554.104	1320731.816	1660961.391	2854489.386	2668431.997	2707890.335	4738291.768	2092593.194	2469010.08	1364961.134	2003469.609	2641808.961	5305431.927	5609138.316	4635422.07	3655526.645	5700722.852	3124670.501	3138740.963	3060346.099	3473998.377	3390266.993	567965.1235	4203239.983	2590931.84	2714508.325	4583842.901	2292974.992	4511976.79	5025614.844	2789998.517	4100121.512	4515383.744	2368524.884	2404961.3	2997013.333	2429861.482	5249525.168	1906148.403	4058380.633	4714034.173	2004808.373	3986998.639	2986861.534	2865202.434	1746643.262	1872570.418	2468682.195	4336580.522	3198748.409	2295377.691	1813172.593	647146.9718	3404776.913	5531604.374	3106782.552	5606959.999
CHEBI:17521	C7H12O6	O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)/t3-,4-,5-,7+/m1/s1	D-(-)-quinic acid					0.668												81724.63846	35255.0367	123452.807	155048.1829	147864.2722	245741.5779	380469.0189	133810.6018	128746.9337	83895.3171	104594.01	136820.8485	73436.55658	71025.4125	75323.36516	79891.14599	50584.08504	72181.20742	68900.35087	273028.7274	35992.92845	70970.46341	93873.39945	26603.6918	1436483.845	204544.0725	110973.8421	128996.3555	60633.84805	135395.0996	56716.87757	74085.05049	253075.4882	203801.8296	49409.26501	34907.2785	44975.42119	38062.54705	451757.896	136876.9399	120173.6949	95554.67415	113197.4792	91066.67372	66729.10986	573933.3356	197102.9648	164460.6151	214070.7334	507932.5675	396947.137	247872.4216	213495.9332	257973.6018	353883.9567	401481.9359	507520.09	211724.4853	145074.0997	44397.57674	131135.7112	62996.41735	124566.7679	33949.5253	33093.17098	209850.5125	255356.1042	100586.5824	214416.3956	229142.5177	227608.3104	134855.9336	613446.881	105466.4398	158139.5435	39908.18461	111952.1738	75392.80823	241135.3579	30903.52548	34529.02229	22827.32549	417538.7582	160615.3392	170664.15	35269.76316	100745.5198	38852.54166	160059.5703	234749.2749	79904.95412	41256.0517	55550.12254	47320.61563	63786.42565	95860.89175	28765.9806	500740.3919	244525.374	60048.4439	45159.41207	36751.18814	32834.81497	204681.3407	1404933.851	325638.1676	65887.20432	98297.18049	418215.4258	129741.4218	175205.545	44040.57548	48569.12177	79857.33205	36346.58722	214877.1434	116256.2836	141815.8093	66412.66904	389596.1932	64644.70779	129018.1381	162843.1452	356418.2293	127571.4262	292289.6041	648235.0091	422282.0406	145205.7726	155938.8022	157972.3635	174724.8391	161569.8233	149903.9835	133901.1034	395551.6045	238813.0041	33358.05396	56405.33471	881699.2562	735230.7601	51899.63086	72471.02649	143131.8142	245081.5701	133322.3724	34707.05065	132108.3391	57652.48035	64631.21143	162221.496	32504.52143	70334.10297	57256.55465	122717.3625	243627.6239	355993.5066	134034.8302	288159.4167	39656.43438	162741.7029
CHEBI:24266	C6H11O7			Gluconic acid					0.671												736500.805	1006903.145	712211.4418	860546.0104	2185133.789	1001264.136	1274497.697	1564738.103	1206073.751	705884.6481	612737.1027	693192.542	1129813.11	1145545.77	596811.4387	630843.7925	1852908.756	659239.9411	2549632.09	1965504.64	395993.5264	12711430.78	1617765.795	614386.3207	2091464.614	2441143.155	1001132.234	1093408.747	696332.3821	699710.1421	744847.022	595872.8372	358734.9861	2806345.332	784648.678	292866.0204	1967756.673	509263.0797	2611628.187	872766.5918	525083.924	724005.4947	861313.5799	1103821.037	553929.7102	44350494.35	2260597.87	2895770.745	1477259.6	2525643.157	1083765.67	1080276.604	1964039.152	1078886.834	2073469.419	1042627.348	1516758.559	924590.7883	1864016.093	484633.8184	122321437.4	434122.8762	1395265.918	794728.2649	457656.4422	4095680.002	1053141.852	1170367.432	1831938.739	1816169.024	3804157.73	2812396.353	1832210.828	1996707.567	1648640.141	1028355.94	724658.9492	467717.8828	669661.9105	1208896.09	730371.5634	324512.2512	694463.8391	2070578.329	2305535.139	712794.5187	14217618.21	586205.1673	1311479.466	1284556.601	3514524.097	966071.3727	719075.9257	813725.6218	1969617.135	713059.4922	30095604.92	5080225.602	817652.0658	994037.272	817057.1233	882356.797	566499.5685	1371993.688	1051148.752	2043697.999	1243498.431	1087951.612	916335.4216	9429950.222	1819689.511	444142.6368	616143.8724	1166498.062	617302.2817	512047.9412	1158134.209	1032510.013	647953.8838	1523265.825	779513.8819	614192.3586	729259.4401	571474.4299	1117484.501	1130816.253	3324846.096	1371440.531	1613434.762	1305108.022	1565961.019	1046024.428	2586012.723	1091279.298	2549758.694	2570564.835	1687984.433	1459677.729	567827.5392	61441786.74	716061.7964	638344.4482	669106.3262	1036629.688	2475150.818	2026332.545	684740.5978	1069271.679	1063832.828	640646.514	1094319.195	376156.148	567498.6057	397154.4601	3795622.695	6411423.151	1376695.14	722295.6946	953449.1397	551482.3152	1081970.572
CHEBI:15908	C4H8O5	OC[C@H](O)[C@@H](O)C(O)=O	InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)/t2-,3+/m0/s1	L-threonic acid					0.672												21311245.38	81158885.59	32846690.31	50465376.65	41571758.47	25683744.56	18821407.89	68475810.06	49431463.32	15284152.97	29081474.56	27127504.02	21291362.54	16570425.63	10368063.64	16569731.29	11448854.17	21424503.14	14802597.03	15774117.19	8938366.62	35110899.53	62400215.69	18812209.85	16501000.52	24531736.56	17211247.31	39207760.47	16873360.2	12786589.92	26487364.83	10622106.76	4691281.568	19601076.02	15020637.76	4936805.343	18333698.12	16623548.47	43158513.54	18677076.43	17705291.8	14683060.75	18261548.52	16487156.47	12765737.01	72276014.14	36544629.16	67594272.72	27318729.39	45058133.87	41394010.16	47128975.42	39365687.06	38724974.38	21141209.97	48935452.65	50111086.82	49673147.68	47413527.86	6964917.974	12184520.6	26825520.43	25431119.25	35025914.03	9137540.637	72004235.03	20780752.34	14664009.26	16356312.35	20082362.31	17400117.37	29233226.44	37714816.15	15759311.58	25816013.71	19826008.94	9682951.599	22859476.52	19608862.46	7660290.098	7788321.455	16213889.89	38266765.21	24379890.34	30503493.19	13782609.51	165758332	11610600.24	21489777.37	54348414.54	71787809.76	41868861.75	40893374.5	40443928.67	46953104.95	44144771.15	17785714.16	57280091.66	42995226.48	47889835.75	17458546.14	20185290.51	28599142.78	40546512.5	56781035.29	11324465.05	51432465.5	26294054.74	24898416.35	105488633.4	49293962.28	16727105.52	13588388	26661727.56	33437413.36	25478843.55	57860190.12	33489436.15	39159044.37	25756166.45	45344806.53	17212100.35	14711725.95	31367323.85	18196080.86	30409361.37	10608051.25	20588137.23	12702750.12	12086191.41	17294700.87	12194689.39	21113570.54	19288875.04	23004082.65	32413988.3	24216731.38	16777802.23	15374796.15	52678096.29	12827064.36	18312943.64	34805451.42	15447399.79	26030515.75	18216721.43	12728041.06	14404856	13769070.5	16195684.91	43891408.38	67868212.35	12961119.51	14204980.2	34828940.39	51485074.99	15255200.31	15840825.48	18313919.38	45887847.89	25420372.47
CHEBI:62318	C5H10O5			D-(-)-lyxose					0.673												1419386.926	1864465.59	3152115.956	1655157.562	4429151.484	1888073.251	4136910.813	3330056.532	3461472.121	3255257.463	2864265.432	3837383.396	3006791.665	4496644.926	2838283.28	1446980.067	4488720.881	3109689.041	4463672.202	3263960.748	2440911.628	19134817.78	4317404.06	1986556.123	7311818.855	5562558.766	3166261.055	2337961.867	3144809.694	3286248.681	3398157.56	2467822.093	2566684.004	5486224.562	2622327.53	1783859.865	5222475.992	1877685.241	4650853.077	2934292.092	1132130.208	2726079.273	3629931.137	2442105.989	2865830.719	64107517.72	4590910.684	6546476.038	3146125.801	6398657.753	3027860.352	3394189.48	3458722.679	3149484.083	3447919.589	2534585.637	3853679.489	3532863.357	4669229.125	2355855.646	175123145.3	2519781.342	2358106.099	2219032.737	2063149.482	7942763.309	1807033.907	4277841.547	2912595.756	3624735.586	7366035.502	5073644.811	3730777.582	3038012.344	2588471.861	3034207.506	2673529.252	2661818.357	1473464.197	4349090.435	2230668.085	2013321.269	1318947.421	3364556.278	4185843.027	2244542.895	22189257.24	1295326.646	3406060.14	2060979.465	7523592.435	3081626.067	2507490.501	2796223.153	4926280.606	2803613.751	45618032.09	9027495.766	2762259.927	1824866.419	3212990.177	4242441.806	1173467.598	3648413.225	2961206.603	3641182.365	2396729.266	2354018.922	2914204.663	15872329.11	5262797.234	2434985.973	2322473.186	3091570.18	1258794.365	1815034.29	4278983.504	4276269.284	3734987.64	6294378.565	2708504.623	2071836.821	2653329.459	1277510.947	3094586.232	3147063.694	7665121.787	3577000.546	3144893.933	2418221.748	2679600.203	2045355.569	5528178.996	2032574.905	4698258.799	4537793.554	2958840.746	3348666.061	1615566.237	91963426.27	2400456.958	2369568.16	2556308.719	3033677.722	3885265.13	4336804.357	2258008.705	2928104.761	2328194.833	1954080.414	2119942.75	2040255.827	2887033.41	2120715.867	5410531.227	11509119.07	3590319.858	1872521.407	2735900.422	2318110.505	2423190.772
CHEBI:22652	C6H8O6			Ascorbic acid					0.68												290836.0062	174744.5648	152082.5901	244218.9668	2125617.039	126118.4687	110950.0039	131372.218	1344152.194	140327.0509	112488.3721	5960129.129	572197.8606	838769.8856	124950.097	143053.4785	335845.4247	670817.0039	194833.9202	714004.6427	102223.3905	208800.5865	168489.8668	152409.5658	528122.5764	149849.8888	81484.70478	143487.8722	119900.3191	121584.2402	6267875.805	527853.2954	90109.75543	333737.66	793976.4957	89167.64697	2099172.563	94425.9488	315665.675	1000440.081	97065.19666	147032.5791	133613.1455	151148.3656	123876.9967	6052513.897	16619871.73	2185591.391	938888.4078	127979.3085	143478.5509	1034580.595	84043.3853	445634.605	1210062.552	142372.7295	808560.3459	162777.7475	194726.7426	111687.6214	141870.1723	6742860.362	3798138.233	587356.5456	87493.62285	194287.1674	860016.1498	111921.4849	88822.01888	124948.9726	172830.3193	141107.5735	2757406.863	8670000.658	131758.5835	1081798.089	90351.82814	3614869.36	133417.9406	155922.3138	95133.74136	60292.7467	118029.8618	4738692.901	1767481.182	250822.695	638796.8631	105122.748	4297154.99	135717.3495	599660.4402	100214.7159	284564.6566	1747520.996	146613.249	537274.7794	167379.8968	479226.632	116668.7135	163747.3413	100637.6826	105781.9965	1202468.723	123849.3974	308159.5866	233592.207	187297.1973	107872.2545	95533.48666	393128.6568	266149.6371	154340.0973	97769.44389	370803.5196	103582.9495	79414.9176	353622.5579	10333982.18	275809.7928	402804.519	227371.0966	1399354.734	573017.1068	115323.3336	102103.3938	3231134.628	1710744.682	167308.0301	68995.67361	108179.3711	96541.39792	65445.08072	1871141.326	174894.6032	1023609.508	217388.6769	82792.68282	912993.3501	195860.6741	1571088.088	728518.1678	726245.8564	1521901.928	943523.8313	1054902.422	1808174.782	89584.73451	109889.9883	121105.7522	82869.7856	124291.3133	22284826.4	323766.2087	75491.25241	641876.1819	386242.7987	169075.722	90522.64657	140365.8049	104321.4942	119104.1047
